"Type","SKU","Name","Published","Catalog visibility","Is featured?","Description","Regular price","Sale price","Manage stock?","Stock","Low stock amount","Backorders allowed?","Categories","Tags","Meta: source_product_id","Meta: source_cost_price","Meta: source_fractional","Meta: source_unit"
"simple","C1100122","Adesivo Tictac","1","hidden","0","Adesivo Tictac","13.9","","1","13","0","0","ADESIVOS","","d8f4d729-812b-4d4b-a43f-8892ef27730e","5","0",""
"simple","C1100006","Adesivo Tigrinho","1","hidden","0","Adesivo Tigrinho","13.9","","1","1","0","1","ADESIVOS","","018a1bfb-b999-4be5-8fe9-04c4460f8403","6.74","0",""
"simple","C1100013","Adesivo Unicornio Misto","1","hidden","0","Adesivo Unicornio Misto","13.9","","1","2","0","1","ADESIVOS","","4b43b5f5-d7dd-41e4-a401-e5dd64697cb0","6.04","0",""
"simple","C1100015","Adesivo Ursinho do Pote de Mel c/10","1","hidden","0","Adesivo Ursinho do Pote de Mel c/10","13.9","","1","3","0","1","ADESIVOS","","c51eb9a7-262c-488c-9eed-f3f61dce18e5","6.04","0",""
"simple","C1100016","Adesivo ursinho inverno C/10","1","hidden","0","Adesivo pet modelo Ursinho de Inverno, confeccionado em EVA, desenvolvido para proporcionar uma finalização delicada, temática e encantadora após o banho e tosa.  Com alta fixação e excelente apresentação, é ideal para pet shops, centros de estética animal e profissionais que desejam oferecer um acessório criativo, rápido de aplicar, bonito e com maior durabilidade no pelo do pet.  ✅ Modelo Ursinho de Inverno ✅ Confeccionado em EVA ✅ Adesivo de alta fixação ✅ Aplicação prática e rápida ✅ Leve, delicado e confortável ✅ Modelo exatamente igual ao das fotos ✅ Ideal para fotos, entregas e finalização de banho e tosa ✅ Excelente opção para campanhas de inverno e atendimentos temáticos  Conteúdo da embalagem: 10 adesivos Ursinho de Inverno em EVA.  Modelos Cores: O modelo é exatamente igual ao apresentado nas fotos. As cores são enviadas conforme disponibilidade em estoque no momento da separação do pedido.  Observação importante: Oriente o tutor a retirar o adesivo com água morna, umedecendo bem a região antes da remoção. Não é recomendado puxar o adesivo diretamente, pois isso pode danificar ou arrancar os pelos do pet.  Produto desenvolvido pela Autelie Moda Pet, especialista em acessórios para banho e tosa, com foco em qualidade, beleza e apresentação profissional.","15.9","","1","8","0","1","ADESIVOS","","a4edec29-956c-471d-b76f-a325c9a1ee77","7.39","0",""
"simple","C1100001","Adesivos  Copa Sortidos","1","hidden","0","Adesivos  Copa Sortidos","16.9","","1","29","0","1","ADESIVOS","","6ec349e7-a027-4427-86c6-0805b2a6b9ba","6.68","0",""
"simple","C1100017","Adesivos Corujinhas c/  10","1","hidden","0","Adesivo pet modelo Corujinhas, confeccionado em EVA, desenvolvido para proporcionar uma finalização delicada, divertida e encantadora após o banho e tosa.  Com alta fixação e excelente apresentação, é ideal para pet shops, centros de estética animal e profissionais que desejam oferecer um acessório criativo, rápido de aplicar e com maior durabilidade no pelo do pet.  ✅ Modelo Corujinhas ✅ Confeccionado em EVA ✅ Adesivo de alta fixação ✅ Aplicação prática e rápida ✅ Leve, delicado e confortável ✅ Modelo exatamente igual ao das fotos ✅ Ideal para fotos, entregas e finalização de banho e tosa ✅ Excelente opção para valorizar o atendimento e encantar os tutores  Conteúdo da embalagem: 10 adesivos Corujinhas em EVA.  Modelos Cores: O modelo é exatamente igual ao apresentado nas fotos. As cores são enviadas conforme disponibilidade em estoque no momento da separação do pedido.  Observação importante: Oriente o tutor a retirar o adesivo com água morna, umedecendo bem a região antes da remoção. Não é recomendado puxar o adesivo diretamente, pois isso pode danificar ou arrancar os pelos do pet.  Produto desenvolvido pela Autelie Moda Pet, especialista em acessórios para banho e tosa, com foco em qualidade, beleza e apresentação profissional.","14.9","","1","2","0","1","ADESIVOS","","922fa761-cac2-4701-a22b-72346c7e55f4","6.49","0",""
"simple","C1100019","Adesivos elefantinhos","1","hidden","0","Adesivo pet modelo elefantinho, confeccionado em EVA, desenvolvido para proporcionar uma finalização delicada, divertida e encantadora após o banho e tosa.  Com alta fixação e excelente apresentação, é ideal para pet shops, centros de estética animal e profissionais que desejam oferecer um acessório rápido de aplicar, bonito e com maior durabilidade no pelo do pet.  ✅ Modelo elefantinho ✅ Confeccionado em EVA ✅ Adesivo de alta fixação ✅ Aplicação prática e rápida ✅ Leve, delicado e confortável ✅ Modelo exatamente igual ao das fotos ✅ Ideal para fotos, entregas e finalização de banho e tosa ✅ Excelente opção para valorizar o atendimento e encantar os tutores  Conteúdo da embalagem: 12 adesivos elefantinho em EVA.  Modelos Cores: O modelo é exatamente igual ao apresentado nas fotos. As cores são enviadas conforme disponibilidade em estoque no momento da separação do pedido.  Observação importante: Oriente o tutor a retirar o adesivo com água morna, umedecendo bem a região antes da remoção. Não é recomendado puxar o adesivo diretamente, pois isso pode danificar ou arrancar os pelos do pet.  Produto desenvolvido pela Autelie Moda Pet, especialista em acessórios para banho e tosa, com foco em qualidade, beleza e apresentação profissional.","13.9","","1","3","0","1","ADESIVOS","","1d44a726-20d5-46ee-bedc-01b915cdf68f","5.59","0",""
"simple","C1100147","Adesivos Flash","1","hidden","0","Adesivos Flash","13.9","","1","3","0","0","ADESIVOS","","34694839-9aba-4199-8ebb-645e84e041ee","6","0",""
"simple","C1100150","Adesivos Florzinhas C/40","1","visible","0","<p>Adesivos pet em EVA, modelo florzinha, desenvolvidos para finalização profissional de banho e tosa. Produzidos em camada única, são leves e práticos para aplicação sobre a pelagem.</p><p><strong>Conteúdo:</strong> 40 unidades<br/><strong>Modelo:</strong> florzinha<br/><strong>Material:</strong> EVA<br/><strong>Cores:</strong> sortidas<br/><strong>Acabamento:</strong> camada única, sem sobreposição<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> as cores e tonalidades podem variar conforme a disponibilidade do material e o lote de produção.</p>","13.9","","1","1","0","0","ADESIVOS","","993f7779-5ba7-4605-8bc8-af8fe573aa6b","6","0",""
"simple","C1100163","Adesivos lacinhos","1","visible","0","Adesivos lacinhos","13.9","","1","5","0","0","LAÇOS","","3ead7004-80f5-4332-b328-7569fd28edd3","7","0",""
"simple","C1100146","Adesivos Macaquinho","1","visible","0","<p>Adesivos pet em EVA, modelo macaquinho, desenvolvidos para finalização profissional de banho e tosa. Produzidos com recortes sobrepostos e montagem em camadas, possuem acabamento detalhado e bem definido.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Modelo:</strong> macaquinho<br/><strong>Material:</strong> EVA<br/><strong>Composição do pacote:</strong> todos os adesivos são iguais<br/><strong>Acabamento:</strong> montagem em camadas<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> as cores e tonalidades podem apresentar pequenas variações conforme o material utilizado e o lote de produção.</p>","13.9","","1","2","0","0","ADESIVOS","","4f1f2aef-d77c-4032-9a3a-5a1bc0c975fd","6","0",""
"simple","C1100020","Adesivos Marcas","1","hidden","0","Adesivo pet modelo Marcas, confeccionado em EVA, desenvolvido para proporcionar uma finalização moderna, divertida e diferenciada após o banho e tosa.  Com alta fixação e excelente apresentação, é ideal para pet shops, centros de estética animal e profissionais que desejam oferecer um acessório criativo, rápido de aplicar e com maior durabilidade no pelo do pet.  ✅ Modelo Marcas ✅ Confeccionado em EVA ✅ Adesivo de alta fixação ✅ Aplicação prática e rápida ✅ Leve, confortável e estiloso ✅ Modelos iguais no pacote ✅ Modelo exatamente igual ao das fotos ✅ Ideal para fotos, entregas e finalização de banho e tosa ✅ Excelente opção para valorizar o atendimento e encantar os tutores  Conteúdo da embalagem: 12 adesivos Marcas em EVA.  Modelos Cores: O pacote contém 12 adesivos do mesmo modelo, exatamente igual ao apresentado nas fotos. As cores são enviadas conforme disponibilidade em estoque no momento da separação do pedido.  Observação importante: Oriente o tutor a retirar o adesivo com água morna, umedecendo bem a região antes da remoção. Não é recomendado puxar o adesivo diretamente, pois isso pode danificar ou arrancar os pelos do pet.  Produto desenvolvido pela Autelie Moda Pet, especialista em acessórios para banho e tosa, com foco em qualidade, beleza e apresentação profissional.","14.9","","1","12","0","1","ADESIVOS","","b3816fbc-6f2f-4303-8386-9a87424ac01f","6.49","0",""
"simple","C1100021","Adesivos Marcas Misto","1","hidden","0","Adesivos Marcas Misto","14.9","","1","0","0","1","ADESIVOS","","433967b8-8acf-4246-8056-b95856446ea2","6.49","0",""
"simple","C1100148","Adesivos Melancia","1","visible","0","<p>Adesivos pet em EVA, modelo fatia de melancia, desenvolvidos para finalização profissional de banho e tosa. Produzidos com recortes sobrepostos e montagem em camadas, possuem acabamento brilhante e bem definido.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Modelo:</strong> fatia de melancia<br/><strong>Material:</strong> EVA<br/><strong>Cores:</strong> duas cores<br/><strong>Composição do pacote:</strong> todos os adesivos são iguais<br/><strong>Acabamento:</strong> montagem em camadas com efeito brilhante<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> as cores e tonalidades podem apresentar pequenas variações conforme o material utilizado e o lote de produção.</p>","13.9","","1","3","0","0","ADESIVOS","","75e175ad-4d16-48ad-a5f2-9a1f36c5b6c2","6","0",""
"simple","C1100161","Adesivos Misto C/10","1","visible","0","<p>Adesivos pet em EVA, com modelos variados, desenvolvidos para finalização profissional de banho e tosa. Produzidos em uma única camada, possuem acabamento simples, leve e prático para aplicação sobre a pelagem.</p><p><strong>Conteúdo:</strong> 20 unidades<br/><strong>Material:</strong> EVA<br/><strong>Modelos:</strong> variados<br/><strong>Cores:</strong> sortidas<br/><strong>Composição do pacote:</strong> diversos modelos e combinações de cores<br/><strong>Acabamento:</strong> camada única, sem sobreposição<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> os modelos, cores e tonalidades podem variar conforme a disponibilidade e o lote de produção.</p>","13.9","","1","2","0","0","ADESIVOS","","db7ac61b-c9ce-4fbe-999a-c317c5eaa92a","6","0",""
"simple","C1100152","Adesivos Misto C/20 - Diversos","1","visible","0","<p>Adesivos pet em EVA, com modelos variados, desenvolvidos para finalização profissional de banho e tosa. Produzidos em uma única camada, possuem acabamento simples, leve e prático para aplicação sobre a pelagem.</p><p><strong>Conteúdo:</strong> 20 unidades<br/><strong>Material:</strong> EVA<br/><strong>Modelos:</strong> variados<br/><strong>Cores:</strong> sortidas<br/><strong>Composição do pacote:</strong> diversos modelos e combinações de cores<br/><strong>Acabamento:</strong> camada única, sem sobreposição<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> os modelos, cores e tonalidades podem variar conforme a disponibilidade e o lote de produção.</p>","12.9","","1","15","0","0","ADESIVOS","","e46aab6c-ff63-4c7e-8ed0-a06d6231ca72","6","0",""
"simple","C1100151","Adesivos Mistos C/25 - Diversos","1","visible","0","<p>Adesivos pet em EVA, com modelos variados, desenvolvidos para finalização profissional de banho e tosa. Produzidos em uma única camada, possuem acabamento simples, leve e prático para aplicação sobre a pelagem.</p><p><strong>Conteúdo:</strong> 25 unidades<br/><strong>Material:</strong> EVA<br/><strong>Modelos:</strong> variados<br/><strong>Cores:</strong> sortidas<br/><strong>Composição do pacote:</strong> diversos modelos e combinações de cores<br/><strong>Acabamento:</strong> camada única, sem sobreposição<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> os modelos, cores e tonalidades podem variar conforme a disponibilidade e o lote de produção.</p>","13.9","","1","14","0","0","ADESIVOS","","2a8931cd-7013-43f0-80ab-e066c494a420","6","0",""
"simple","C1100149","Adesivos Morango","1","visible","0","<p>Adesivos pet em EVA, modelo morango, desenvolvidos para finalização profissional de banho e tosa. Produzidos com recortes sobrepostos e montagem em camadas, possuem acabamento brilhante e bem definido.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Modelo:</strong> morango<br/><strong>Material:</strong> EVA<br/><strong>Composição do pacote:</strong> todos os adesivos são iguais<br/><strong>Acabamento:</strong> montagem em camadas com efeito brilhante<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> as cores e tonalidades podem apresentar pequenas variações conforme o material utilizado e o lote de produção.</p>","13.9","","1","1","0","0","ADESIVOS","","9f3728d6-2587-4101-93f0-a20e06f37db4","6","0",""
"simple","C1100022","Adesivos Nuvenzinha c/ 12","1","hidden","0","Adesivo pet modelo Nuvenzinha, confeccionado em EVA, desenvolvido para proporcionar uma finalização delicada, fofa e encantadora após o banho e tosa.  Com alta fixação e excelente apresentação, é ideal para pet shops, centros de estética animal e profissionais que desejam oferecer um acessório criativo, rápido de aplicar e com maior durabilidade no pelo do pet.  ✅ Modelo Nuvenzinha ✅ Confeccionado em EVA ✅ Adesivo de alta fixação ✅ Aplicação prática e rápida ✅ Leve, delicado e confortável ✅ Modelo exatamente igual ao das fotos ✅ Ideal para fotos, entregas e finalização de banho e tosa ✅ Excelente opção para valorizar o atendimento e encantar os tutores  Conteúdo da embalagem: 12 adesivos Nuvenzinha em EVA.  Modelos Cores: O modelo é exatamente igual ao apresentado nas fotos. As cores são enviadas conforme disponibilidade em estoque no momento da separação do pedido.  Observação importante: Oriente o tutor a retirar o adesivo com água morna, umedecendo bem a região antes da remoção. Não é recomendado puxar o adesivo diretamente, pois isso pode danificar ou arrancar os pelos do pet.  Produto desenvolvido pela Autelie Moda Pet, especialista em acessórios para banho e tosa, com foco em qualidade, beleza e apresentação profissional.","14.9","","1","1","0","1","ADESIVOS","","b85568ab-d3d3-4644-ab0c-7b354ca2059d","6.49","0",""
"simple","C1100133","Adesivos Ratinho Misto","1","visible","0","<p>Adesivos pet em EVA, modelo ratinho, desenvolvidos para finalização profissional de banho e tosa. Produzidos com recortes sobrepostos e montagem em camadas, possuem acabamento brilhante e combinações variadas.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Material:</strong> EVA<br/><strong>Modelos:</strong> sortidos<br/><strong>Cores:</strong> sortidas<br/><strong>Composição do pacote:</strong> diferentes modelos e combinações de cores<br/><strong>Acabamento:</strong> montagem em camadas com efeito brilhante<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> os modelos, cores e tonalidades podem variar conforme a disponibilidade e o lote de produção.</p>","14.9","","1","19","0","0","ADESIVOS","","fb1da600-9002-4fc9-9bd3-45758ba96499","5","0",""
"simple","C1100023","Adesivos São João - DIVERSOS","1","visible","0","<p>Adesivos pet em EVA, com modelos temáticos de São João, desenvolvidos para finalização profissional de banho e tosa. O pacote reúne diferentes formatos, cores e tipos de acabamento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tema:</strong> São João<br/><strong>Material:</strong> EVA<br/><strong>Modelos:</strong> variados<br/><strong>Cores:</strong> diversas<br/><strong>Composição do pacote:</strong> combinação de adesivos simples e adesivos montados em camadas<br/><strong>Aplicação:</strong> diretamente sobre a pelagem do pet</p><p><strong>Fixação e remoção:</strong> fita dupla face de altíssima fixação, que normalmente permanece fixada por 7 a 15 dias, conforme a pelagem e a rotina do pet. Para remover, umedeça com água morna e retire delicadamente, sem puxar os pelos.</p><p><strong>Observação:</strong> os modelos, cores e tonalidades podem variar conforme a disponibilidade e o lote de produção.</p>","13.9","","1","32","0","1","ADESIVOS","","ff7391d5-d5b3-48cc-a8e5-9a5ebec5abe9","6.09","0",""
"simple","C1100025","Babador Feltro","1","visible","0","<p>Babadores pet em feltro, desenvolvidos para finalização profissional de banho e tosa e para fotografias. São utilizados ao redor do pescoço do pet e proporcionam uma apresentação delicada e diferenciada.</p><p><strong>Conteúdo:</strong> 4 unidades<br/><strong>Tamanho:</strong> único<br/><strong>Material:</strong> feltro<br/><strong>Aplicação:</strong> ao redor do pescoço do pet<br/><strong>Fechamento:</strong> por amarração<br/><strong>Cores:</strong> iguais dentro do mesmo pacote, conforme disponibilidade<br/><strong>Apliques:</strong> modelos variados</p><p><strong>Observação:</strong> a cor do pacote pode variar conforme a disponibilidade de estoque. Os apliques decorativos também podem variar entre as unidades. As cores e tonalidades podem apresentar pequenas diferenças conforme o material e o lote de produção.</p>","19.9","","1","5","0","1","BABADOR","","3a6edf75-6d32-4631-a761-fb1b62f5edbb","11.8","0",""
"simple","C1100157","Bandana dia  dos pais M - Unissex","1","hidden","0","Bandana dia  dos pais M - Unissex","21.9","","1","11","0","0","DIA DOS PAIS","","ef2aef43-67c4-4b89-8be2-6f7b8d9575b8","18.69","0",""
"simple","C1100123","Bandana G - Copa","1","visible","0","<p>Bandanas pet com temática Copa tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> Copa<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","7","0","0","COPA","","4ce9b8e7-909f-46be-bf30-85c8648998c4","23.24","0",""
"simple","C1100160","Bandana G - Dia dos Pais","1","visible","0","<p>Bandanas pet feminino tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> feminino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","-2","0","1","BANDANAS","","037ed9ab-4691-4ecf-94b9-f1833c14c31a","23.24","0",""
"simple","C1100026","Bandana G - Femea (Vies)","1","visible","0","<p>Bandanas pet feminino tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> feminino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","6","0","1","BANDANAS","","5c4808a5-70f0-4bb3-9951-3c1a797a8dbc","23.24","0",""
"simple","C1100103","Bandana G - São João","1","visible","0","<p>Bandanas pet com temática São João tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> São João<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","5","0","1","BANDANAS","","c3891095-0b15-4e13-854d-104f2eaded6b","23.24","0",""
"simple","C1100027","Bandana G - Unissex (vies)","1","visible","0","<p>Bandanas pet unissex tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> unissex<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","9","0","1","BANDANAS","","f29faaca-fe38-4cd6-96aa-399d850c3ae5","23.24","0",""
"simple","C1100028","Bandana G -Macho (Vies)","1","visible","0","<p>Bandanas pet masculino tamanho G, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> masculino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","29.9","","1","16","0","1","BANDANAS","","86b33660-da21-4307-a7c2-13eaffed1e73","23.24","0",""
"simple","C1100029","Bandana GG - Femea (Vies)","1","visible","0","<p>Bandanas pet feminino tamanho GG, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> GG<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> feminino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","44.9","","1","6","0","1","BANDANAS","","86b89455-7380-484b-874a-6beaa0e286a6","28.04","0",""
"simple","C1100125","Bandana GG - São João","1","visible","0","<p>Bandanas pet com temática São João tamanho GG, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> GG<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> São João<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","44.9","","0","","","0","FESTA JUNINA","","6f782521-2915-46c0-810e-13504accd540","28.04","0",""
"simple","C1100030","Bandana GG - Unissex (vies)","1","visible","0","<p>Bandanas pet unissex tamanho GG, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> GG<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> unissex<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","44.9","","1","8","0","1","BANDANAS","","d95a5b4e-a816-4c43-9f63-7a617fed6e15","28.04","0",""
"simple","C1100031","Bandana GG -Macho (Vies)","1","visible","0","<p>Bandanas pet masculino tamanho GG, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> GG<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> masculino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","44.9","","1","3","0","1","BANDANAS","","71f76ea9-0212-4650-8299-dfcba690408c","28.04","0",""
"simple","C1100032","Bandana Lencinho - Sortidas","1","visible","0","<p>Bandanas pet tamanho M, confeccionadas em tecido de poliéster ou tricoline para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Estampas:</strong> sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","22.9","","1","8","0","1","BANDANAS","","6f365885-59ae-4f66-b3ab-4c5d4f5f60c6","15","0",""
"simple","C1100139","Bandana Lencinho Estampada - G","1","visible","0","<p>Bandanas pet tamanho G, confeccionadas em tecido de poliéster ou tricoline para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Estampas:</strong> sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","27.9","","1","4","0","0","BANDANAS","","7834ee2f-5b75-4e66-86be-53f95b8c154c","15.89","0",""
